date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:41	69/69	---MCZ	200	added ('OK')	text/plain	date:Thu,%2012%20Apr%202018%2004:33:40%20GMT	http://archive.agribankquan5.com.vn/robots.txt		(from )
11:33:43	96607/96607	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:42%20GMT	http://archive.agribankquan5.com.vn/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/index.html	(from )
11:33:43	94699/94699	---M-Z	200	added ('OK')	text/css	etag:%22171eb-569952ae422a5-gzip%22	http://archive.agribankquan5.com.vn/wp-content/cache/autoptimize/css/autoptimize_4d6b826c79da829e8d7f8bab9c27b239.css	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/cache/autoptimize/css/autoptimize_4d6b826c79da829e8d7f8bab9c27b239.css	(from http://archive.agribankquan5.com.vn/)
11:33:44	902/902	---M-Z	200	added ('OK')	text/xml	date:Thu,%2012%20Apr%202018%2004:33:44%20GMT	http://archive.agribankquan5.com.vn/xmlrpc.php?rsd	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/xmlrpc0db0.php	(from http://archive.agribankquan5.com.vn/)
11:33:45	757/757	---M-Z	200	added ('OK')	application/rss+xml	etag:%229a4f64eb73447af68e44c3b136423bb8-gzip%22	http://archive.agribankquan5.com.vn/trang-chu/feed/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/trang-chu/feed/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:45	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-569902b1f0d97-gzip%22	http://archive.agribankquan5.com.vn/wp-includes/wlwmanifest.xml	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-includes/wlwmanifest.xml	(from http://archive.agribankquan5.com.vn/)
11:33:46	2264/2264	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Apr%202018%2004:33:45%20GMT	http://archive.agribankquan5.com.vn/wp-json/oembed/1.0/embed?url=http%3A%2F%2Farchive.agribankquan5.com.vn%2F	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-json/oembed/1.0/embeddf63.json	(from http://archive.agribankquan5.com.vn/)
11:33:46	56536/56536	---MCZ	200	added ('OK')	application/json	date:Thu,%2012%20Apr%202018%2004:33:45%20GMT	http://archive.agribankquan5.com.vn/wp-json/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-json/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:46	2373/2373	---M-Z	200	added ('OK')	text/xml	date:Thu,%2012%20Apr%202018%2004:33:46%20GMT	http://archive.agribankquan5.com.vn/wp-json/oembed/1.0/embed?url=http%3A%2F%2Farchive.agribankquan5.com.vn%2F&format=xml	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-json/oembed/1.0/embed5d0e	(from http://archive.agribankquan5.com.vn/)
11:33:47	11241/11241	---M--	200	added ('OK')	image/png	etag:%222be9-569902ccee846%22	http://archive.agribankquan5.com.vn/wp-content/uploads/2015/05/agribank-quan-5.png	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/2015/05/agribank-quan-5.png	(from http://archive.agribankquan5.com.vn/)
11:33:48	18277/18277	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:47%20GMT	http://archive.agribankquan5.com.vn/lai-suat/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/lai-suat/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:48	24030/24030	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:48%20GMT	http://archive.agribankquan5.com.vn/diem-giao-dich/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/diem-giao-dich/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:49	21552/21552	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:48%20GMT	http://archive.agribankquan5.com.vn/lien-he/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/lien-he/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:49	24529/24529	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:49%20GMT	http://archive.agribankquan5.com.vn/agribank-atm-2-cam-nhan-atm-theo-cach-rieng-cua-ban/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-atm-2-cam-nhan-atm-theo-cach-rieng-cua-ban/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:52	25582/25582	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:51%20GMT	http://archive.agribankquan5.com.vn/agribank-danh-20-000-ty-dong-cho-vay-khach-hang-doanh-nghiep-uu-dai-lai-suat-nhan-dip-quoc-khanh-29/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-danh-20-000-ty-dong-cho-vay-khach-hang-doanh-nghiep-uu-dai-lai-suat-nhan-dip-quoc-khanh-29/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:54	25194/25194	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:53%20GMT	http://archive.agribankquan5.com.vn/agribank-thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone-2/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone-2/index.html	(from http://archive.agribankquan5.com.vn/)
11:33:56	24984/24984	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:33:55%20GMT	http://archive.agribankquan5.com.vn/thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone-qua-agribank-07072016/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone-qua-agribank-07072016/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:02	28916/28916	---M--	200	added ('OK')	image/jpeg	etag:%2270f4-569947b4bb2d4%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-atm-2-mkt-35ys7zw9dxbmslq5gcfh1c.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-atm-2-mkt-35ys7zw9dxbmslq5gcfh1c.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:03	24615/24615	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:03%20GMT	http://archive.agribankquan5.com.vn/hoan-tien-200-000-vnd-cho-chu-agribank-visa/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/hoan-tien-200-000-vnd-cho-chu-agribank-visa/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:05	4953/4953	---M--	200	added ('OK')	image/jpeg	etag:%221359-569947b4cc05c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/no-image-35ys7z53xiim9ewy8zewow.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/no-image-35ys7z53xiim9ewy8zewow.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:07	26392/26392	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:06%20GMT	http://archive.agribankquan5.com.vn/category/tin-tuc/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/category/tin-tuc/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:10	12534/12534	---M--	200	added ('OK')	image/jpeg	etag:%2230f6-569947b553c3c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_9803_s-35ys7zn7aonddlwfsg5j40.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_9803_s-35ys7zn7aonddlwfsg5j40.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:11	19037/19037	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:11%20GMT	http://archive.agribankquan5.com.vn/category/tin-tuc/tin-tuc-agribank-quan5/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/category/tin-tuc/tin-tuc-agribank-quan5/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:14	7595/7595	---M--	200	added ('OK')	image/jpeg	etag:%221dab-569947b568844%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-atm-2-mkt-35ys7zw8ukvp2wnej41534.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-atm-2-mkt-35ys7zw8ukvp2wnej41534.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:15	25077/25077	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:14%20GMT	http://archive.agribankquan5.com.vn/agribank-thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-thanh-toan-lien-tay-nhan-ngay-uu-dai-khi-thanh-toan-cuoc-phi-vinaphone/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:17	3345/3345	---M--	200	added ('OK')	image/jpeg	etag:%22d11-569947b56f5a4%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/no-image-35ys7z53stokem667wx7gg.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/no-image-35ys7z53stokem667wx7gg.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:17	177146/177146	---M--	200	added ('OK')	image/jpeg	etag:%222b3fa-569902c9d0aa6%22	http://archive.agribankquan5.com.vn/wp-content/themes/jarvis/images/no-image.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/themes/jarvis/images/no-image.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:18	25433/25433	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:17%20GMT	http://archive.agribankquan5.com.vn/agribank-cung-cap-mien-phi-dich-vu-xac-thuc-thu-3d-secure/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-cung-cap-mien-phi-dich-vu-xac-thuc-thu-3d-secure/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:18	24784/24784	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:18%20GMT	http://archive.agribankquan5.com.vn/agribank-gui-tien-trieu-trung-tien-ty/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-gui-tien-trieu-trung-tien-ty/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:20	7578/7578	---M--	200	added ('OK')	image/jpeg	etag:%221d9a-569947b5d3b1c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_9803_s-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_9803_s-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:20	25335/25335	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:19%20GMT	http://archive.agribankquan5.com.vn/agribank-cat-canh-de-dang-voi-vietnam-airlines-nam-2016/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-cat-canh-de-dang-voi-vietnam-airlines-nam-2016/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:23	29308/29308	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:21%20GMT	http://archive.agribankquan5.com.vn/agribank-dong-gop-tich-cuc-vao-cong-cuoc-xay-dung-nong-thon-moi/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-dong-gop-tich-cuc-vao-cong-cuoc-xay-dung-nong-thon-moi/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:23	6887/6887	---M--	200	added ('OK')	image/jpeg	etag:%221ae7-569947b5d910c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/y4-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/y4-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:25	8916/8916	---M--	200	added ('OK')	image/jpeg	etag:%2222d4-569947b5dcba4%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/vin-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/vin-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:25	7212/7212	---M--	200	added ('OK')	image/jpeg	etag:%221c2c-569947b5e063c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/thao_dien-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/thao_dien-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:27	6736/6736	---M--	200	added ('OK')	image/jpeg	etag:%221a50-569947b5e6bcc%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/ngan-hang-35ys7zrq0aciauwj58uhhc.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/ngan-hang-35ys7zrq0aciauwj58uhhc.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:27	27661/27661	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:26%20GMT	http://archive.agribankquan5.com.vn/giac-mo-co-lai-suat-cho-vay-da-thap-hon-lai-suat-huy-dong/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/giac-mo-co-lai-suat-cho-vay-da-thap-hon-lai-suat-huy-dong/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:29	8352/8352	---M--	200	added ('OK')	image/jpeg	etag:%2220a0-569947b5f1b94%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/agribank-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:29	24724/24724	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:28%20GMT	http://archive.agribankquan5.com.vn/co-hoi-duoc-nhan-giai-thuong-chuong-trinh-agribank-visa-mua-sam-tha-ga-nhan-qua-may-man/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/co-hoi-duoc-nhan-giai-thuong-chuong-trinh-agribank-visa-mua-sam-tha-ga-nhan-qua-may-man/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:32	6685/6685	---M--	200	added ('OK')	image/jpeg	etag:%221a1d-569947b601594%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/slide-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/slide-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:32	25677/25677	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:30%20GMT	http://archive.agribankquan5.com.vn/dam-bao-nguon-tai-chinh-vung-chac-khi-ve-huu-cung-agribank/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/dam-bao-nguon-tai-chinh-vung-chac-khi-ve-huu-cung-agribank/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:34	7203/7203	---M--	200	added ('OK')	image/jpeg	etag:%221c23-569947b603ca4%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/a-35ys7zrq0aciauwj58uhhc.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/a-35ys7zrq0aciauwj58uhhc.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:34	28358/28358	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:33%20GMT	http://archive.agribankquan5.com.vn/agribank-day-manh-phat-trien-don-vi-chap-nhan-the/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-day-manh-phat-trien-don-vi-chap-nhan-the/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:36	7339/7339	---M--	200	added ('OK')	image/jpeg	etag:%221cab-569947b62a9bc%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/the-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/the-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:36	23852/23852	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:35%20GMT	http://archive.agribankquan5.com.vn/agribank-trien-khai-dich-vu-thanh-toan-hoa-don-tren-internet-banking/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/agribank-trien-khai-dich-vu-thanh-toan-hoa-don-tren-internet-banking/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:37	23481/23481	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:37%20GMT	http://archive.agribankquan5.com.vn/mua-ban-ngoai-te-giao-ngay/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/mua-ban-ngoai-te-giao-ngay/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:38	25517/25517	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:37%20GMT	http://archive.agribankquan5.com.vn/chung-chi-dai-han-chung-chi-tien-gui-dai-han-tra-lai-sau-toan-bo/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/chung-chi-dai-han-chung-chi-tien-gui-dai-han-tra-lai-sau-toan-bo/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:39	7069/7069	---M--	200	added ('OK')	image/jpeg	etag:%221b9d-569947b62f3f4%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/usd-35ys7zrq0aciauwj58uhhc.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/usd-35ys7zrq0aciauwj58uhhc.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:40	25353/25353	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:39%20GMT	http://archive.agribankquan5.com.vn/chung-chi-dai-han-chung-chi-tien-gui-dai-han-khac-tra-lai-sau-toan-bo/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/chung-chi-dai-han-chung-chi-tien-gui-dai-han-khac-tra-lai-sau-toan-bo/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:41	25134/25134	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:40%20GMT	http://archive.agribankquan5.com.vn/chung-chi-tien-gui-ngan-han-tin-phieu-chung-chi-tien-gui-ngan-han-khac-tra-lai-sau-toan-bo/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/chung-chi-tien-gui-ngan-han-tin-phieu-chung-chi-tien-gui-ngan-han-khac-tra-lai-sau-toan-bo/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:42	6240/6240	---M--	200	added ('OK')	image/jpeg	etag:%221860-569947b6345fc%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/thanh-toan-the-qua-Pos-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/thanh-toan-the-qua-Pos-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:42	24199/24199	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:42%20GMT	http://archive.agribankquan5.com.vn/ky-phieu-tra-lai-sau/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/ky-phieu-tra-lai-sau/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:43	6922/6922	---M--	200	added ('OK')	image/jpeg	etag:%221b0a-569947b68c054%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/nh204jpg1352810660-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/nh204jpg1352810660-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:45	24329/24329	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:43%20GMT	http://archive.agribankquan5.com.vn/ky-phieu-tra-lai-truoc-toan-bo/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/ky-phieu-tra-lai-truoc-toan-bo/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:45	25572/25572	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:44%20GMT	http://archive.agribankquan5.com.vn/dich-vu-tra-nhan-luong-tu-dong/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/dich-vu-tra-nhan-luong-tu-dong/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:46	5763/5763	---M--	200	added ('OK')	image/jpeg	etag:%221683-569947b6a6e04%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/die-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/die-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:47	24587/24587	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:46%20GMT	http://archive.agribankquan5.com.vn/thanh-toan-sec-trong-nuoc/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/thanh-toan-sec-trong-nuoc/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:48	24565/24565	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:47%20GMT	http://archive.agribankquan5.com.vn/cung-ung-sec-trong-nuoc/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/cung-ung-sec-trong-nuoc/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:49	8147/8147	---M--	200	added ('OK')	image/jpeg	etag:%221fd3-569947b6f8e84%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/ccjyrcwe-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/ccjyrcwe-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:50	23602/23602	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:49%20GMT	http://archive.agribankquan5.com.vn/bao-hiem-cho-chu-the-quoc-te/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/bao-hiem-cho-chu-the-quoc-te/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:51	5884/5884	---M--	200	added ('OK')	image/jpeg	etag:%2216fc-569947b7055bc%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/dich-vu-vay-ngan-hang-35ys7zn75ztbit5nrdntvk.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/dich-vu-vay-ngan-hang-35ys7zn75ztbit5nrdntvk.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:51	26551/26551	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:50%20GMT	http://archive.agribankquan5.com.vn/bao-hiem-bao-an-tin-dung/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/bao-hiem-bao-an-tin-dung/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:52	25180/25180	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:52%20GMT	http://archive.agribankquan5.com.vn/dich-vu-thanh-toan-hoa-don-cuoc-dien-thoai-tra-sau/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/dich-vu-thanh-toan-hoa-don-cuoc-dien-thoai-tra-sau/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:53	7121/7121	---M--	200	added ('OK')	image/jpeg	etag:%221bd1-569947b710d54%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/kieu-hoi-8fba1-290bf-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/kieu-hoi-8fba1-290bf-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:54	24655/24655	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:53%20GMT	http://archive.agribankquan5.com.vn/dich-vu-chuyen-khoan-bang-sms/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/dich-vu-chuyen-khoan-bang-sms/index.html	(from http://archive.agribankquan5.com.vn/)
11:34:55	7419/7419	---M--	200	added ('OK')	image/jpeg	etag:%221cfb-569947b72af4c%22	http://archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_2438-35ys7ziobpa4qresdih69s.jpg	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/wp-content/uploads/thumbs/img_2438-35ys7ziobpa4qresdih69s.jpg	(from http://archive.agribankquan5.com.vn/)
11:34:55	27876/27876	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Apr%202018%2004:34:55%20GMT	http://archive.agribankquan5.com.vn/dich-vu-mua-the-game-bang-dien-thoai-di-dong/	E:/My%20Web%20Sites/agribankquan5.com.vn/archive.agribankquan5.com.vn/dich-vu-mua-the-game-bang-dien-thoai-di-dong/index.html	(from http://archive.agribankquan5.com.vn/)
